Date,Pays,Infections,Deces,Guerisons,TauxDeces,TauxGuerison,TauxInfection
2021-01-09,Jordanie,305959,4009,286983,1.31,93.80,4.89
2021-01-09,Jamaïque,13455,311,11379,2.31,84.57,13.12
2021-01-09,Italie,2257866,78394,1606630,3.47,71.16,25.37
2021-01-09,Islande,5880,29,5706,0.49,97.04,2.47
2021-01-09,Iran,1280438,56100,1067466,4.38,83.37,12.25
2021-01-09,Iraq,602331,12881,554990,2.14,92.14,5.72
2021-01-09,Inde,10450284,150999,10075950,1.44,96.42,2.14
2021-01-09,Israël,485434,3645,412296,0.75,84.93,14.32
2021-01-09,Irlande,140727,2336,23364,1.66,16.60,81.74
2021-01-09,Indonésie,818386,23947,673511,2.93,82.30,14.78
2021-01-09,Hongrie,340459,10554,193172,3.10,56.74,40.16
2021-01-09,Haïti,10272,238,8768,2.32,85.36,12.32
2021-01-09,Croatie,219347,4342,209207,1.98,95.38,2.64
2021-01-09,Honduras,126943,3264,58788,2.57,46.31,51.12
2021-01-09,Hong-Kong,9211,157,8374,1.70,90.91,7.38
2021-01-09,Guyana,6541,167,6019,2.55,92.02,5.43
2021-01-09,Guinée-Bissau,2455,45,2398,1.83,97.68,0.49
2021-01-09,Guatemala,143127,4999,130549,3.49,91.21,5.30
2021-01-09,Grèce,144293,5227,93764,3.62,64.98,31.40
2021-01-09,Guinée Équatoriale,5289,86,5154,1.63,97.45,0.93
2021-01-09,Guadeloupe,8702,155,2242,1.78,25.76,72.45
2021-01-09,Guinée,13942,81,13223,0.58,94.84,4.58
2021-01-09,Gambie,3841,125,3677,3.25,95.73,1.02
2021-01-09,Gibraltar,3109,12,1842,0.39,59.25,40.37
2021-01-09,Ghana,55772,336,54438,0.60,97.61,1.79
2021-01-09,Guyane Française,13970,74,9995,0.53,71.55,27.92
2021-01-09,Géorgie,238086,2750,224718,1.16,94.39,4.46
2021-01-09,Grenade,127,1,107,0.79,84.25,14.96
2021-01-09,Royaume-Uni,3023233,80988,5009,2.68,0.17,97.16
2021-01-09,Gabon,9694,66,9498,0.68,97.98,1.34
2021-01-09,France,2762140,67229,178052,2.43,6.45,91.12
2021-01-09,Îles Féroé,646,1,596,0.15,92.26,7.59
2021-01-09,Fidji,53,2,44,3.77,83.02,13.21
2021-01-09,Finlande,38392,586,31000,1.53,80.75,17.73
2021-01-09,Éthiopie,127792,1985,113295,1.55,88.66,9.79
2021-01-09,Espagne,2050360,51874,150376,2.53,7.33,90.14
2021-01-09,Érythrée,1556,6,740,0.39,47.56,52.06
2021-01-09,Égypte,148799,8142,118294,5.47,79.50,15.03
2021-01-09,Estonie,33089,278,22752,0.84,68.76,30.40
2021-01-09,Équateur,220349,14177,190350,6.43,86.39,7.18
2021-01-09,Algérie,101913,2803,69011,2.75,67.72,29.53
2021-01-09,République Dominicaine,180644,2424,137098,1.34,75.89,22.76
2021-01-09,Dominique,106,0,98,0.00,92.45,7.55
2021-01-09,Danemark,180269,1542,150960,0.86,83.74,15.40
2021-01-09,Djibouti,5866,61,5774,1.04,98.43,0.53
2021-01-09,Allemagne,1928462,40597,1546206,2.11,80.18,17.72
2021-01-09,République Tchèque,822716,12978,654008,1.58,79.49,18.93
2021-01-09,Chypre,27011,147,2057,0.54,7.62,91.84
2021-01-09,Cuba,14188,148,11682,1.04,82.34,16.62
2021-01-09,Cap-vert,12316,114,11731,0.93,95.25,3.82
2021-01-09,Costa Rica,177614,2305,136083,1.30,76.62,22.08
2021-01-09,Colombie,1771363,45784,1609564,2.58,90.87,6.55
2021-01-09,Chine,87433,4634,82210,5.30,94.03,0.67
2021-01-09,Cameroun,26848,448,24892,1.67,92.71,5.62
2021-01-09,Chili,637742,17037,599604,2.67,94.02,3.31
2021-01-09,Côte d'Ivoire,23482,139,22411,0.59,95.44,3.97
2021-01-09,Suisse,477983,8253,317600,1.73,66.45,31.83
2021-01-09,Congo (Brazzaville),7127,108,5846,1.52,82.03,16.46
2021-01-09,République Centrafricaine,4969,63,4885,1.27,98.31,0.42
2021-01-09,Rép. Dém. du Congo,19159,611,14743,3.19,76.95,19.86
2021-01-09,Canada,657323,16869,558594,2.57,84.98,12.45
2021-01-09,Belize,11266,271,10386,2.41,92.19,5.41
2021-01-09,Botswana,16050,48,12927,0.30,80.54,19.16
2021-01-09,Bélarus,210368,1507,192620,0.72,91.56,7.72
2021-01-09,Bhoutan,810,1,459,0.12,56.67,43.21
2021-01-09,Bahamas,7969,175,6313,2.20,79.22,18.58
2021-01-09,Brésil,8075998,202631,7205410,2.51,89.22,8.27
2021-01-09,Bolivie,172798,9351,137704,5.41,79.69,14.90
2021-01-09,Brunéi Darussalam,173,3,153,1.73,88.44,9.83
2021-01-09,Saint Barthélemy,206,1,172,0.49,83.50,16.02
2021-01-09,Bénin,3304,44,3185,1.33,96.40,2.27
2021-01-09,Burundi,885,2,773,0.23,87.34,12.43
2021-01-09,Bahreïn,95317,355,92113,0.37,96.64,2.99
2021-01-09,Bulgarie,208406,8097,134564,3.89,64.57,31.55
2021-01-09,Burkina Faso,7866,89,5710,1.13,72.59,26.28
2021-01-09,Belgique,662694,20038,0,3.02,0.00,96.98
2021-01-09,Bangladesh,521382,7756,466064,1.49,89.39,9.12
2021-01-09,Barbade,808,7,373,0.87,46.16,52.97
2021-01-09,Bosnie-Herzégovine,115379,4305,81325,3.73,70.49,25.78
2021-01-09,Azerbaïdjan,224050,2890,207088,1.29,92.43,6.28
2021-01-09,Australie,28595,909,25827,3.18,90.32,6.50
2021-01-09,Autriche,379071,6687,351382,1.76,92.70,5.54
2021-01-09,Argentine,1714409,44417,1504330,2.59,87.75,9.66
2021-01-09,Angola,18156,416,13205,2.29,72.73,24.98
2021-01-09,Arménie,161794,2922,148893,1.81,92.03,6.17
2021-01-09,Albanie,63033,1233,37327,1.96,59.22,38.83
2021-01-09,Antigua-et-Barbuda,169,5,152,2.96,89.94,7.10
2021-01-09,Émirats Arabes Unis,227702,702,203660,0.31,89.44,10.25
2021-01-09,Afghanistan,53400,2264,43740,4.24,81.91,13.85
2021-01-09,Andorre,8586,85,7724,0.99,89.96,9.05
2021-01-08,Andorre,8489,84,7724,0.99,90.99,8.02
2021-01-08,Afghanistan,53332,2257,43440,4.23,81.45,14.32
2021-01-08,Émirats Arabes Unis,224704,697,201396,0.31,89.63,10.06
2021-01-08,Antigua-et-Barbuda,167,5,150,2.99,89.82,7.19
2021-01-08,Albanie,62378,1230,36971,1.97,59.27,38.76
2021-01-08,Arménie,161415,2908,147961,1.80,91.66,6.53
2021-01-08,Angola,18066,415,12712,2.30,70.36,27.34
2021-01-08,Argentine,1703352,44273,1494896,2.60,87.76,9.64
2021-01-08,Autriche,376793,6641,349215,1.76,92.68,5.56
2021-01-08,Australie,28582,909,25820,3.18,90.34,6.48
2021-01-08,Azerbaïdjan,223417,2869,205406,1.28,91.94,6.78
2021-01-08,Bosnie-Herzégovine,114920,4285,80868,3.73,70.37,25.90
2021-01-08,Barbade,780,7,335,0.90,42.95,56.15
2021-01-08,Bangladesh,520690,7734,465279,1.49,89.36,9.16
2021-01-08,Belgique,660703,19992,0,3.03,0.00,96.97
2021-01-08,Burkina Faso,7866,89,5710,1.13,72.59,26.28
2021-01-08,Bulgarie,208012,8078,134022,3.88,64.43,31.69
2021-01-08,Bahreïn,95030,354,91875,0.37,96.68,2.95
2021-01-08,Burundi,885,2,773,0.23,87.34,12.43
2021-01-08,Bénin,3304,44,3185,1.33,96.40,2.27
2021-01-08,Saint Barthélemy,206,1,172,0.49,83.50,16.02
2021-01-08,Brunéi Darussalam,173,3,149,1.73,86.13,12.14
2021-01-08,Bolivie,171154,9328,136882,5.45,79.98,14.57
2021-01-08,Brésil,8013708,201460,7136817,2.51,89.06,8.43
2021-01-08,Bahamas,7969,175,6313,2.20,79.22,18.58
2021-01-08,Bhoutan,771,1,459,0.13,59.53,40.34
2021-01-08,Bélarus,208601,1498,190966,0.72,91.55,7.74
2021-01-08,Botswana,16050,48,12927,0.30,80.54,19.16
2021-01-08,Belize,11202,271,10362,2.42,92.50,5.08
2021-01-08,Canada,648930,16735,551983,2.58,85.06,12.36
2021-01-08,Rép. Dém. du Congo,18969,611,14743,3.22,77.72,19.06
2021-01-08,République Centrafricaine,4969,63,4885,1.27,98.31,0.42
2021-01-08,Congo (Brazzaville),7127,108,5846,1.52,82.03,16.46
2021-01-08,Suisse,477983,8230,317600,1.72,66.45,31.83
2021-01-08,Côte d'Ivoire,23254,139,22325,0.60,96.00,3.40
2021-01-08,Chili,633381,16974,595799,2.68,94.07,3.25
2021-01-08,Cameroun,26848,448,24892,1.67,92.71,5.62
2021-01-08,Chine,87364,4634,82190,5.30,94.08,0.62
2021-01-08,Colombie,1755568,45431,1597160,2.59,90.98,6.44
2021-01-08,Costa Rica,177614,2305,136083,1.30,76.62,22.08
2021-01-08,Cap-vert,12237,114,11691,0.93,95.54,3.53
2021-01-08,Cuba,13823,148,11531,1.07,83.42,15.51
2021-01-08,Chypre,26674,141,2057,0.53,7.71,91.76
2021-01-08,République Tchèque,809601,12800,651814,1.58,80.51,17.91
2021-01-08,Allemagne,1905638,40022,1533143,2.10,80.45,17.45
2021-01-08,Djibouti,5865,61,5772,1.04,98.41,0.55
2021-01-08,Danemark,178526,1517,149374,0.85,83.67,15.48
2021-01-08,Dominique,106,0,98,0.00,92.45,7.55
2021-01-08,République Dominicaine,178538,2424,135934,1.36,76.14,22.51
2021-01-08,Algérie,101657,2798,68802,2.75,67.68,29.57
2021-01-08,Équateur,219148,14165,190350,6.46,86.86,6.68
2021-01-08,Estonie,32537,270,22124,0.83,68.00,31.17
2021-01-08,Égypte,147810,8085,117529,5.47,79.51,15.02
2021-01-08,Érythrée,1556,6,740,0.39,47.56,52.06
2021-01-08,Espagne,2050360,51874,150376,2.53,7.33,90.14
2021-01-08,Éthiopie,127572,1974,113182,1.55,88.72,9.73
2021-01-08,Finlande,38068,586,31000,1.54,81.43,17.03
2021-01-08,Fidji,53,2,44,3.77,83.02,13.21
2021-01-08,Îles Féroé,644,1,584,0.16,90.68,9.16
2021-01-08,France,2742369,67062,177173,2.45,6.46,91.09
2021-01-08,Gabon,9694,66,9498,0.68,97.98,1.34
2021-01-08,Royaume-Uni,2963223,79953,5006,2.70,0.17,97.13
2021-01-08,Grenade,127,1,107,0.79,84.25,14.96
2021-01-08,Géorgie,236028,2728,224189,1.16,94.98,3.86
2021-01-08,Guyane Française,13825,73,9995,0.53,72.30,27.18
2021-01-08,Ghana,55461,336,54164,0.61,97.66,1.73
2021-01-08,Gibraltar,3021,12,1692,0.40,56.01,43.59
2021-01-08,Gambie,3838,125,3677,3.26,95.81,0.94
2021-01-08,Guinée,13904,81,13222,0.58,95.09,4.32
2021-01-08,Guadeloupe,8702,155,2242,1.78,25.76,72.45
2021-01-08,Guinée Équatoriale,5289,86,5154,1.63,97.45,0.93
2021-01-08,Grèce,143494,5195,93764,3.62,65.34,31.04
2021-01-08,Guatemala,142064,4972,129990,3.50,91.50,5.00
2021-01-08,Guinée-Bissau,2455,45,2398,1.83,97.68,0.49
2021-01-08,Guyana,6469,167,5990,2.58,92.60,4.82
2021-01-08,Hong-Kong,9152,155,8307,1.69,90.77,7.54
2021-01-08,Honduras,125557,3244,58517,2.58,46.61,50.81
2021-01-08,Croatie,217946,4304,207848,1.97,95.37,2.66
2021-01-08,Haïti,10241,237,8745,2.31,85.39,12.29
2021-01-08,Hongrie,337743,10440,186449,3.09,55.20,41.70
2021-01-08,Indonésie,808340,23753,666883,2.94,82.50,14.56
2021-01-08,Irlande,135884,2327,23364,1.71,17.19,81.09
2021-01-08,Israël,477357,3596,408753,0.75,85.63,13.62
2021-01-08,Inde,10413417,150570,10037398,1.45,96.39,2.16
2021-01-08,Iraq,601424,12877,553025,2.14,91.95,5.91
2021-01-08,Iran,1274514,56018,1058654,4.40,83.06,12.54
2021-01-08,Islande,5867,29,5704,0.49,97.22,2.28
2021-01-08,Italie,2237890,77911,1589590,3.48,71.03,25.49
2021-01-08,Jamaïque,13411,307,11323,2.29,84.43,13.28
2021-01-08,Jordanie,305163,3989,285393,1.31,93.52,5.17
2021-01-08,Japon,274947,3746,213581,1.36,77.68,20.96
2021-01-08,Kenya,97954,1703,80671,1.74,82.36,15.91
2021-01-08,Kirghizistan,81991,1365,77547,1.66,94.58,3.76
2021-01-08,Cambodge,387,0,365,0.00,94.32,5.68
2021-01-08,Comores,1050,16,802,1.52,76.38,22.10
2021-01-08,Saint-Kitts-et-Nevis,34,0,31,0.00,91.18,8.82
2021-01-08,Corée du Sud,67999,1100,49324,1.62,72.54,25.85
2021-01-08,Koweït,153473,940,148483,0.61,96.75,2.64
2021-01-08,Kazakhstan,207683,2838,181944,1.37,87.61,11.03
2021-01-08,Laos,41,0,40,0.00,97.56,2.44
2021-01-08,Liban,210139,1570,138839,0.75,66.07,33.18
2021-01-08,Sainte-Lucie,395,5,309,1.27,78.23,20.51
2021-01-08,Liechtenstein,2311,48,2108,2.08,91.22,6.71
2021-01-08,Sri Lanka,47305,225,40317,0.48,85.23,14.30
2021-01-08,Libéria,1779,83,1406,4.67,79.03,16.30
2021-01-08,Lesotho,5170,79,1564,1.53,30.25,68.22
2021-01-08,Lituanie,156539,2119,87963,1.35,56.19,42.45
2021-01-08,Luxembourg,47744,527,44482,1.10,93.17,5.73
2021-01-08,Lettonie,47782,801,34268,1.68,71.72,26.61
2021-01-08,Libye,104002,1568,79193,1.51,76.15,22.35
2021-01-08,Maroc,450221,7685,422072,1.71,93.75,4.55
2021-01-08,Monaco,1041,4,814,0.38,78.19,21.42
2021-01-08,Moldavie,148669,3122,137416,2.10,92.43,5.47
2021-01-08,Montenegro,51596,718,41516,1.39,80.46,18.14
2021-01-08,Saint Martin,1025,12,855,1.17,83.41,15.41
2021-01-08,Madagascar,17767,262,17298,1.47,97.36,1.17
2021-01-08,Îles Marshall,4,0,4,0.00,100.00,0.00
2021-01-08,Macédoine,85594,2592,66760,3.03,78.00,18.98
2021-01-08,Mali,7512,290,5224,3.86,69.54,26.60
2021-01-08,Birmanie,129483,2812,112876,2.17,87.17,10.65
2021-01-08,Mongolie,1408,2,896,0.14,63.64,36.22
2021-01-08,Macao,46,0,46,0.00,100.00,0.00
2021-01-08,Martinique,6117,43,98,0.70,1.60,97.69
2021-01-08,Mauritanie,15352,382,13183,2.49,85.87,11.64
2021-01-08,Malte,13967,230,11690,1.65,83.70,14.66
2021-01-08,Maurice,539,10,514,1.86,95.36,2.78
2021-01-08,Maldives,14040,49,13279,0.35,94.58,5.07
2021-01-08,Malawi,7925,208,5802,2.62,73.21,24.16
2021-01-08,Mexique,1507931,132069,1134877,8.76,75.26,15.98
2021-01-08,Malaisie,131108,537,105431,0.41,80.42,19.18
2021-01-08,Mozambique,20482,181,17479,0.88,85.34,13.78
2021-01-08,Namibie,27255,245,23177,0.90,85.04,14.06
2021-01-08,Nouvelle-Calédonie,40,0,40,0.00,100.00,0.00
2021-01-08,Niger,3747,125,2311,3.34,61.68,34.99
2021-01-08,Nigéria,97478,1342,78552,1.38,80.58,18.04
2021-01-08,Nicaragua,6097,166,4225,2.72,69.30,27.98
2021-01-08,Pays-Bas,871063,12269,10514,1.41,1.21,97.38
2021-01-08,Norvège,54476,472,17998,0.87,33.04,66.10
2021-01-08,Népal,264159,1909,257229,0.72,97.38,1.90
2021-01-08,Nouvelle-Zélande,2188,25,2101,1.14,96.02,2.83
2021-01-08,Oman,130070,1505,122556,1.16,94.22,4.62
2021-01-08,Panama,273037,4363,215361,1.60,78.88,19.53
2021-01-08,Pérou,1026180,38049,964354,3.71,93.98,2.32
2021-01-08,Polynésie Française,17241,122,4842,0.71,28.08,71.21
2021-01-08,Papouasie-Nouvelle-Guinée,811,9,755,1.11,93.09,5.80
2021-01-08,Philippines,483852,9364,449330,1.94,92.87,5.20
2021-01-08,Pakistan,499517,10598,455445,2.12,91.18,6.70
2021-01-08,Pologne,1365645,30574,1104599,2.24,80.88,16.88
2021-01-08,Palestine,146074,1559,128900,1.07,88.24,10.69
2021-01-08,Portugal,466709,7590,360181,1.63,77.17,21.20
2021-01-08,Paraguay,113994,2372,89646,2.08,78.64,19.28
2021-01-08,Qatar,145466,246,142453,0.17,97.93,1.90
2021-01-08,Réunion,9173,42,8830,0.46,96.26,3.28
2021-01-08,Roumanie,663799,16506,595007,2.49,89.64,7.88
2021-01-08,Serbie,356125,3513,0,0.99,0.00,99.01
2021-01-08,Russie,3321163,60067,2702949,1.81,81.39,16.81
2021-01-08,Rwanda,9368,115,6940,1.23,74.08,24.69
2021-01-08,Arabie Saoudite,363582,6282,355208,1.73,97.70,0.58
2021-01-08,Îles Salomon,17,0,10,0.00,58.82,41.18
2021-01-08,Seychelles,451,1,214,0.22,47.45,52.33
2021-01-08,Soudan,23316,1468,13524,6.30,58.00,35.70
2021-01-08,Suède,489471,9433,0,1.93,0.00,98.07
2021-01-08,Singapour,58836,29,58580,0.05,99.56,0.39
2021-01-08,Slovaquie,201164,2788,141490,1.39,70.34,28.28
2021-01-08,Slovénie,136629,2947,110925,2.16,81.19,16.66
2021-01-08,Sierra Leone,2782,77,1976,2.77,71.03,26.20
2021-01-08,Saint-Marin,2628,64,2220,2.44,84.47,13.09
2021-01-08,Sénégal,20672,446,18016,2.16,87.15,10.69
2021-01-08,Somalie,4726,130,3639,2.75,77.00,20.25
2021-01-08,Suriname,6854,131,6147,1.91,89.68,8.40
2021-01-08,Soudan du sud,3589,63,3131,1.76,87.24,11.01
2021-01-08,Sao Tomé-et-Principe,1054,17,988,1.61,93.74,4.65
2021-01-08,El Salvador,48255,1398,42902,2.90,88.91,8.20
2021-01-08,Syrie,12179,763,5889,6.26,48.35,45.38
2021-01-08,Eswatini,10975,279,7494,2.54,68.28,29.18
2021-01-08,Tchad,2419,106,1938,4.38,80.12,15.50
2021-01-08,Togo,3894,72,3581,1.85,91.96,6.19
2021-01-08,Thaïlande,10053,67,5546,0.67,55.17,44.17
2021-01-08,Tadjikistan,13305,90,13191,0.68,99.14,0.18
2021-01-08,Timor-Leste,49,0,40,0.00,81.63,18.37
2021-01-08,Tunisie,154903,5108,115173,3.30,74.35,22.35
2021-01-08,Turquie,2307581,22450,2182145,0.97,94.56,4.46
2021-01-08,Trinité-et-Tobago,7219,127,6832,1.76,94.64,3.60
2021-01-08,Taïwan,825,7,714,0.85,86.55,12.61
2021-01-08,Tanzanie,509,21,183,4.13,35.95,59.92
2021-01-08,Ukraine,1139800,20432,806525,1.79,70.76,27.45
2021-01-08,Ouganda,37296,300,12619,0.80,33.83,65.36
2021-01-08,États-Unis,21928012,369263,0,1.68,0.00,98.32
2021-01-08,Uruguay,24339,240,17677,0.99,72.63,26.39
2021-01-08,Ouzbékistan,77485,616,75875,0.79,97.92,1.28
2021-01-08,Vatican,27,0,15,0.00,55.56,44.44
2021-01-08,St-Vincent / Grenadines,149,0,100,0.00,67.11,32.89
2021-01-08,Venezuela,115667,1056,109684,0.91,94.83,4.26
2021-01-08,Viet Nam,1512,35,1357,2.31,89.75,7.94
2021-01-08,Vanuatu,1,0,1,0.00,100.00,0.00
2021-01-08,Samoa,2,0,2,0.00,100.00,0.00
2021-01-08,Kosovo,53264,1368,45002,2.57,84.49,12.94
2021-01-08,Yémen,2104,610,1405,28.99,66.78,4.23
2021-01-08,Mayotte,6045,56,2964,0.93,49.03,50.04
2021-01-08,Afrique du Sud,1192570,32425,947919,2.72,79.49,17.80
2021-01-08,Zambie,25326,441,20349,1.74,80.35,17.91
2021-01-08,Zimbabwe,19660,468,12184,2.38,61.97,35.65
2021-01-08,Autres,721,15,706,2.08,97.92,0.00
2021-01-07,Autres,721,15,706,2.08,97.92,0.00
2021-01-07,Zimbabwe,18675,446,12083,2.39,64.70,32.91
2021-01-07,Zambie,24297,423,19980,1.74,82.23,16.03
2021-01-07,Afrique du Sud,1170590,31809,938216,2.72,80.15,17.13
2021-01-07,Mayotte,6045,56,2964,0.93,49.03,50.04
2021-01-07,Yémen,2104,610,1405,28.99,66.78,4.23
2021-01-07,Kosovo,52943,1363,44438,2.57,83.94,13.49
2021-01-07,Samoa,2,0,2,0.00,100.00,0.00
2021-01-07,Vanuatu,1,0,1,0.00,100.00,0.00
2021-01-07,Viet Nam,1509,35,1353,2.32,89.66,8.02
2021-01-07,Venezuela,115322,1052,109364,0.91,94.83,4.25
2021-01-07,St-Vincent / Grenadines,149,0,100,0.00,67.11,32.89
2021-01-07,Vatican,27,0,15,0.00,55.56,44.44
2021-01-07,Ouzbékistan,77412,615,75759,0.79,97.86,1.34
2021-01-07,Uruguay,23807,231,17098,0.97,71.82,27.21
2021-01-07,États-Unis,21635491,365324,0,1.69,0.00,98.31
2021-01-07,Ouganda,37074,297,12544,0.80,33.84,65.36
2021-01-07,Ukraine,1133802,20334,801293,1.79,70.67,27.53
2021-01-07,Tanzanie,509,21,183,4.13,35.95,59.92
2021-01-07,Taïwan,822,7,708,0.85,86.13,13.02
2021-01-07,Trinité-et-Tobago,7210,127,6774,1.76,93.95,4.29
2021-01-07,Turquie,2296102,22264,2172251,0.97,94.61,4.42
2021-01-07,Tunisie,152254,5052,113415,3.32,74.49,22.19
2021-01-07,Timor-Leste,49,0,40,0.00,81.63,18.37
2021-01-07,Tadjikistan,13305,90,13153,0.68,98.86,0.47
2021-01-07,Thaïlande,9841,67,5255,0.68,53.40,45.92
2021-01-07,Togo,3845,72,3560,1.87,92.59,5.54
2021-01-07,Tchad,2358,105,1918,4.45,81.34,14.21
2021-01-07,Eswatini,10773,268,7377,2.49,68.48,29.04
2021-01-07,Syrie,12084,755,5824,6.25,48.20,45.56
2021-01-07,El Salvador,47948,1390,42668,2.90,88.99,8.11
2021-01-07,Sao Tomé-et-Principe,1035,17,988,1.64,95.46,2.90
2021-01-07,Soudan du sud,3589,63,3131,1.76,87.24,11.01
2021-01-07,Suriname,6750,130,6080,1.93,90.07,8.00
2021-01-07,Somalie,4726,130,3639,2.75,77.00,20.25
2021-01-07,Sénégal,20376,438,17885,2.15,87.77,10.08
2021-01-07,Saint-Marin,2583,64,2179,2.48,84.36,13.16
2021-01-07,Sierra Leone,2757,77,1973,2.79,71.56,25.64
2021-01-07,Slovénie,134545,2922,109148,2.17,81.12,16.70
2021-01-07,Slovaquie,198184,2717,138383,1.37,69.83,28.80
2021-01-07,Singapour,58813,29,58562,0.05,99.57,0.38
2021-01-07,Suède,482284,9262,0,1.92,0.00,98.08
2021-01-07,Soudan,23316,1468,13524,6.30,58.00,35.70
2021-01-07,Seychelles,373,1,214,0.27,57.37,42.36
2021-01-07,Îles Salomon,17,0,10,0.00,58.82,41.18
2021-01-07,Arabie Saoudite,363485,6278,355037,1.73,97.68,0.60
2021-01-07,Rwanda,9225,113,6940,1.22,75.23,23.54
2021-01-07,Russie,3297833,59628,2681373,1.81,81.31,16.88
2021-01-07,Serbie,353907,3479,0,0.98,0.00,99.02
2021-01-07,Roumanie,658958,16410,591596,2.49,89.78,7.73
2021-01-07,Réunion,9173,42,8706,0.46,94.91,4.63
2021-01-07,Qatar,145271,245,142314,0.17,97.96,1.87
2021-01-07,Paraguay,112856,2352,88724,2.08,78.62,19.30
2021-01-07,Portugal,456533,7472,355701,1.64,77.91,20.45
2021-01-07,Palestine,145252,1536,127495,1.06,87.78,11.17
2021-01-07,Pologne,1356882,30241,1095616,2.23,80.75,17.03
2021-01-07,Pakistan,497510,10558,453828,2.12,91.22,6.66
2021-01-07,Philippines,482083,9356,449052,1.94,93.15,4.91
2021-01-07,Papouasie-Nouvelle-Guinée,799,9,755,1.13,94.49,4.38
2021-01-07,Polynésie Française,17195,121,4842,0.70,28.16,71.14
2021-01-07,Pérou,1022018,37925,962566,3.71,94.18,2.11
2021-01-07,Panama,269091,4321,212656,1.61,79.03,19.37
2021-01-07,Oman,130070,1505,122556,1.16,94.22,4.62
2021-01-07,Nouvelle-Zélande,2188,25,2101,1.14,96.02,2.83
2021-01-07,Népal,263605,1903,256644,0.72,97.36,1.92
2021-01-07,Norvège,53792,467,17998,0.87,33.46,65.67
2021-01-07,Pays-Bas,862805,12182,10376,1.41,1.20,97.39
2021-01-07,Nicaragua,6097,166,4225,2.72,69.30,27.98
2021-01-07,Nigéria,95934,1330,77982,1.39,81.29,17.33
2021-01-07,Niger,3706,119,2253,3.21,60.79,36.00
2021-01-07,Nouvelle-Calédonie,40,0,39,0.00,97.50,2.50
2021-01-07,Namibie,26682,240,22666,0.90,84.95,14.15
2021-01-07,Mozambique,19961,176,17455,0.88,87.45,11.67
2021-01-07,Malaisie,128465,521,102723,0.41,79.96,19.63
2021-01-07,Mexique,1493569,131031,1127471,8.77,75.49,15.74
2021-01-07,Malawi,7611,203,5791,2.67,76.09,21.25
2021-01-07,Maldives,13988,49,13238,0.35,94.64,5.01
2021-01-07,Maurice,539,10,514,1.86,95.36,2.78
2021-01-07,Malte,13776,228,11613,1.66,84.30,14.05
2021-01-07,Mauritanie,15214,378,13037,2.48,85.69,11.82
2021-01-07,Martinique,6117,43,98,0.70,1.60,97.69
2021-01-07,Macao,46,0,46,0.00,100.00,0.00
2021-01-07,Mongolie,1395,2,896,0.14,64.23,35.63
2021-01-07,Birmanie,128772,2799,112048,2.17,87.01,10.81
2021-01-07,Mali,7427,286,5161,3.85,69.49,26.66
2021-01-07,Macédoine,85494,2581,66209,3.02,77.44,19.54
2021-01-07,Îles Marshall,4,0,4,0.00,100.00,0.00
2021-01-07,Madagascar,17767,262,17298,1.47,97.36,1.17
2021-01-07,Saint Martin,1025,12,855,1.17,83.41,15.41
2021-01-07,Montenegro,51160,712,41191,1.39,80.51,18.09
2021-01-07,Moldavie,148294,3106,136800,2.09,92.25,5.66
2021-01-07,Monaco,1018,3,793,0.29,77.90,21.81
2021-01-07,Maroc,448678,7645,420569,1.70,93.74,4.56
2021-01-07,Libye,103515,1558,78268,1.51,75.61,22.88
2021-01-07,Lettonie,46545,790,34268,1.70,73.62,24.68
2021-01-07,Luxembourg,47592,521,44187,1.09,92.85,6.06
2021-01-07,Lituanie,154550,2076,86109,1.34,55.72,42.94
2021-01-07,Lesotho,4351,76,1549,1.75,35.60,62.65
2021-01-07,Libéria,1779,83,1406,4.67,79.03,16.30
2021-01-07,Sri Lanka,46780,222,39661,0.47,84.78,14.74
2021-01-07,Liechtenstein,2309,48,2084,2.08,90.26,7.67
2021-01-07,Sainte-Lucie,383,5,304,1.31,79.37,19.32
2021-01-07,Liban,204699,1566,137582,0.77,67.21,32.02
2021-01-07,Laos,41,0,40,0.00,97.56,2.44
2021-01-07,Kazakhstan,206840,2781,181193,1.34,87.60,11.05
2021-01-07,Koweït,152978,938,148239,0.61,96.90,2.48
2021-01-07,Corée du Sud,67358,1081,48369,1.60,71.81,26.59
2021-01-07,Saint-Kitts-et-Nevis,33,0,31,0.00,93.94,6.06
2021-01-07,Comores,1050,16,802,1.52,76.38,22.10
2021-01-07,Cambodge,386,0,362,0.00,93.78,6.22
2021-01-07,Kirghizistan,81826,1363,77376,1.67,94.56,3.77
2021-01-07,Kenya,97733,1702,80306,1.74,82.17,16.09
2021-01-07,Japon,267084,3674,210295,1.38,78.74,19.89
2021-01-07,Jordanie,304071,3968,284343,1.30,93.51,5.18
2021-01-07,Jamaïque,13368,306,11253,2.29,84.18,13.53
2021-01-07,Italie,2220361,77291,1572015,3.48,70.80,25.72
2021-01-07,Islande,5845,29,5690,0.50,97.35,2.16
2021-01-07,Iran,1268263,55933,1050553,4.41,82.83,12.76
2021-01-07,Iraq,600755,12869,551127,2.14,91.74,6.12
2021-01-07,Inde,10413417,150570,10037398,1.45,96.39,2.16
2021-01-07,Israël,471048,3552,402913,0.75,85.54,13.71
2021-01-07,Irlande,127657,2307,23364,1.81,18.30,79.89
