Date,Pays,Infections,Deces,Guerisons,TauxDeces,TauxGuerison,TauxInfection
2021-01-17,Tadjikistan,13308,90,13218,0.68,99.32,0.00
2021-01-17,Thaïlande,12423,70,9206,0.56,74.10,25.33
2021-01-17,Togo,4302,73,3775,1.70,87.75,10.55
2021-01-17,Tchad,2895,111,2130,3.83,73.58,22.59
2021-01-17,Eswatini,12944,376,8222,2.90,63.52,33.58
2021-01-17,Syrie,13036,832,6548,6.38,50.23,43.39
2021-01-17,El Salvador,50784,1487,44777,2.93,88.17,8.90
2021-01-17,Sao Tomé-et-Principe,1142,17,993,1.49,86.95,11.56
2021-01-17,Soudan du sud,3693,63,3181,1.71,86.14,12.16
2021-01-17,Suriname,7527,141,6758,1.87,89.78,8.34
2021-01-17,Somalie,4744,130,3666,2.74,77.28,19.98
2021-01-17,Sénégal,23028,515,19224,2.24,83.48,14.28
2021-01-17,Saint-Marin,2778,65,2455,2.34,88.37,9.29
2021-01-17,Sierra Leone,3006,77,2082,2.56,69.26,28.18
2021-01-17,Slovénie,149125,3180,122008,2.13,81.82,16.05
2021-01-17,Slovaquie,223325,3474,168915,1.56,75.64,22.81
2021-01-17,Singapour,59113,29,58846,0.05,99.55,0.40
2021-01-17,Suède,523486,10323,0,1.97,0.00,98.03
2021-01-17,Soudan,26279,1603,15688,6.10,59.70,34.20
2021-01-17,Seychelles,705,2,539,0.28,76.45,23.26
2021-01-17,Îles Salomon,17,0,10,0.00,58.82,41.18
2021-01-17,Arabie Saoudite,364929,6323,356687,1.73,97.74,0.53
2021-01-17,Rwanda,11032,142,7363,1.29,66.74,31.97
2021-01-17,Russie,3530379,64601,2929255,1.83,82.97,15.20
2021-01-17,Serbie,372533,3750,0,1.01,0.00,98.99
2021-01-17,Roumanie,693644,17221,622414,2.48,89.73,7.79
2021-01-17,Réunion,9443,45,9053,0.48,95.87,3.65
2021-01-17,Qatar,147277,246,143858,0.17,97.68,2.15
2021-01-17,Paraguay,122160,2505,97588,2.05,79.89,18.06
2021-01-17,Portugal,549801,8861,406929,1.61,74.01,24.37
2021-01-17,Palestine,152031,1718,139131,1.13,91.51,7.36
2021-01-17,Pologne,1435582,33355,1181326,2.32,82.29,15.39
2021-01-17,Pakistan,521211,10997,475228,2.11,91.18,6.71
2021-01-17,Philippines,500577,9895,465991,1.98,93.09,4.93
2021-01-17,Papouasie-Nouvelle-Guinée,834,9,755,1.08,90.53,8.39
2021-01-17,Polynésie Française,17635,126,4842,0.71,27.46,71.83
2021-01-17,Pérou,1060567,38770,978072,3.66,92.22,4.12
2021-01-17,Panama,298019,4787,238999,1.61,80.20,18.20
2021-01-17,Oman,131790,1512,124067,1.15,94.14,4.71
2021-01-17,Nouvelle-Zélande,2262,25,2152,1.11,95.14,3.76
2021-01-17,Népal,267322,1959,261444,0.73,97.80,1.47
2021-01-17,Norvège,58651,517,17998,0.88,30.69,68.43
2021-01-17,Pays-Bas,925355,13107,11890,1.42,1.28,97.30
2021-01-17,Nicaragua,6152,167,4225,2.71,68.68,28.61
2021-01-17,Nigéria,110387,1435,89317,1.30,80.91,17.79
2021-01-17,Niger,4156,140,3044,3.37,73.24,23.39
2021-01-17,Nouvelle-Calédonie,44,0,40,0.00,90.91,9.09
2021-01-17,Namibie,30363,285,26931,0.94,88.70,10.36
2021-01-17,Mozambique,26551,241,18607,0.91,70.08,29.01
2021-01-17,Malaisie,158434,601,120051,0.38,75.77,23.85
2021-01-17,Mexique,1641428,140704,1223108,8.57,74.51,16.91
2021-01-17,Malawi,12470,314,6036,2.52,48.40,49.08
2021-01-17,Maldives,14513,49,13540,0.34,93.30,6.37
2021-01-17,Maurice,547,10,516,1.83,94.33,3.84
2021-01-17,Malte,15588,239,12596,1.53,80.81,17.66
2021-01-17,Mauritanie,16039,402,14504,2.51,90.43,7.06
2021-01-17,Martinique,6227,43,98,0.69,1.57,97.74
2021-01-17,Macao,46,0,46,0.00,100.00,0.00
2021-01-17,Mongolie,1526,2,967,0.13,63.37,36.50
2021-01-17,Birmanie,134318,2955,117663,2.20,87.60,10.20
2021-01-17,Mali,7839,310,5562,3.95,70.95,25.09
2021-01-17,Macédoine,88938,2702,73601,3.04,82.76,14.21
2021-01-17,Îles Marshall,4,0,4,0.00,100.00,0.00
2021-01-17,Madagascar,18301,273,17609,1.49,96.22,2.29
2021-01-17,Saint Martin,1076,12,855,1.12,79.46,19.42
2021-01-17,Montenegro,55493,745,45348,1.34,81.72,16.94
2021-01-17,Moldavie,152854,3250,143150,2.13,93.65,4.22
2021-01-17,Monaco,1205,7,995,0.58,82.57,16.85
2021-01-17,Maroc,459671,7942,434925,1.73,94.62,3.66
2021-01-17,Libye,109088,1665,86125,1.53,78.95,19.52
2021-01-17,Lettonie,55664,978,41817,1.76,75.12,23.12
2021-01-17,Luxembourg,48630,549,45654,1.13,93.88,4.99
2021-01-17,Lituanie,167516,2445,104188,1.46,62.20,36.34
2021-01-17,Lesotho,6371,93,1635,1.46,25.66,72.88
2021-01-17,Libéria,1887,84,1701,4.45,90.14,5.41
2021-01-17,Sri Lanka,53062,264,45171,0.50,85.13,14.37
2021-01-17,Liechtenstein,2389,49,2264,2.05,94.77,3.18
2021-01-17,Sainte-Lucie,611,8,329,1.31,53.85,44.84
2021-01-17,Liban,252812,1906,153038,0.75,60.53,38.71
2021-01-17,Laos,41,0,41,0.00,100.00,0.00
2021-01-17,Kazakhstan,215947,2889,188116,1.34,87.11,11.55
2021-01-17,Koweït,157777,947,151142,0.60,95.79,3.61
2021-01-17,Corée du Sud,72729,1264,58723,1.74,80.74,17.52
2021-01-17,Saint-Kitts-et-Nevis,34,0,32,0.00,94.12,5.88
2021-01-17,Comores,1592,45,1075,2.83,67.53,29.65
2021-01-17,Cambodge,439,0,386,0.00,87.93,12.07
2021-01-17,Kirghizistan,83178,1387,79104,1.67,95.10,3.23
2021-01-17,Kenya,99162,1731,83350,1.75,84.05,14.20
2021-01-17,Japon,330715,4305,248332,1.30,75.09,23.61
2021-01-17,Jordanie,314514,4145,298868,1.32,95.03,3.66
2021-01-17,Jamaïque,14161,324,11709,2.29,82.68,15.03
2021-01-17,Italie,2381277,82177,1745726,3.45,73.31,23.24
2021-01-17,Islande,5956,29,5767,0.49,96.83,2.69
2021-01-17,Iran,1330411,56803,1119137,4.27,84.12,11.61
2021-01-17,Iraq,608232,12944,569429,2.13,93.62,4.25
2021-01-17,Inde,10571773,152419,10211342,1.44,96.59,1.97
2021-01-17,Israël,551689,4005,467017,0.73,84.65,14.62
2021-01-17,Irlande,172726,2608,23364,1.51,13.53,84.96
2021-01-17,Indonésie,907929,25987,736460,2.86,81.11,16.02
2021-01-17,Hongrie,351828,11341,228615,3.22,64.98,31.80
2021-01-17,Haïti,10781,240,8920,2.23,82.74,15.04
2021-01-17,Croatie,224954,4616,216280,2.05,96.14,1.80
2021-01-17,Honduras,134111,3354,60132,2.50,44.84,52.66
2021-01-17,Hong-Kong,9557,162,8758,1.70,91.64,6.67
2021-01-17,Guyana,6908,170,6165,2.46,89.24,8.29
2021-01-17,Guinée-Bissau,2509,45,2405,1.79,95.85,2.35
2021-01-17,Guatemala,148888,5254,134344,3.53,90.23,6.24
2021-01-17,Grèce,148607,5469,93764,3.68,63.10,33.22
2021-01-17,Guinée Équatoriale,5356,86,5189,1.61,96.88,1.51
2021-01-17,Guadeloupe,8834,156,2242,1.77,25.38,72.85
2021-01-17,Guinée,14114,81,13338,0.57,94.50,4.92
2021-01-17,Gambie,3910,127,3692,3.25,94.42,2.33
2021-01-17,Gibraltar,3670,43,2689,1.17,73.27,25.56
2021-01-17,Ghana,57714,346,55592,0.60,96.32,3.08
2021-01-17,Guyane Française,14975,75,9995,0.50,66.74,32.75
2021-01-17,Géorgie,247805,2933,232993,1.18,94.02,4.79
2021-01-17,Grenade,139,1,129,0.72,92.81,6.47
2021-01-17,Royaume-Uni,3402070,89386,5353,2.63,0.16,97.22
2021-01-17,Gabon,9899,66,9658,0.67,97.57,1.77
2021-01-17,France,2903995,69906,185008,2.41,6.37,91.22
2021-01-17,Îles Féroé,649,1,641,0.15,98.77,1.08
2021-01-17,Fidji,55,2,53,3.64,96.36,0.00
2021-01-17,Finlande,40337,618,31000,1.53,76.85,21.62
2021-01-17,Éthiopie,131195,2030,116147,1.55,88.53,9.92
2021-01-17,Espagne,2252164,53314,150376,2.37,6.68,90.96
2021-01-17,Érythrée,1877,6,1073,0.32,57.17,42.51
2021-01-17,Égypte,156397,8583,122993,5.49,78.64,15.87
2021-01-17,Estonie,37079,325,26443,0.88,71.32,27.81
2021-01-17,Équateur,231482,14319,199332,6.19,86.11,7.70
2021-01-17,Algérie,103833,2836,70554,2.73,67.95,29.32
2021-01-17,République Dominicaine,193118,2437,143050,1.26,74.07,24.66
2021-01-17,Dominique,110,0,102,0.00,92.73,7.27
2021-01-17,Danemark,189118,1775,168408,0.94,89.05,10.01
2021-01-17,Djibouti,5905,61,5822,1.03,98.59,0.37
2021-01-17,Allemagne,2050129,46901,1709540,2.29,83.39,14.33
2021-01-17,République Tchèque,889159,14338,726409,1.61,81.70,16.69
2021-01-17,Chypre,28968,170,2057,0.59,7.10,92.31
2021-01-17,Cap-vert,12993,119,12219,0.92,94.04,5.04
2021-01-17,Cuba,18151,170,13543,0.94,74.61,24.45
2021-01-17,Costa Rica,184187,2416,141374,1.31,76.76,21.93
2021-01-17,Colombie,1908413,48631,1729633,2.55,90.63,6.82
2021-01-17,Chine,88336,4635,82401,5.25,93.28,1.47
2021-01-17,Cameroun,28010,455,26861,1.62,95.90,2.48
2021-01-17,Chili,669832,17477,626528,2.61,93.54,3.86
2021-01-17,Côte d'Ivoire,25241,141,23331,0.56,92.43,7.01
2021-01-17,Suisse,495228,8682,317600,1.75,64.13,34.11
2021-01-17,Congo (Brazzaville),7709,114,5846,1.48,75.83,22.69
2021-01-17,République Centrafricaine,4973,63,4885,1.27,98.23,0.50
2021-01-17,Rép. Dém. du Congo,20908,631,14807,3.02,70.82,26.16
2021-01-17,Canada,713181,18024,621857,2.53,87.19,10.28
2021-01-17,Belize,11580,281,10694,2.43,92.35,5.22
2021-01-17,Botswana,17365,71,13519,0.41,77.85,21.74
2021-01-17,Bélarus,225461,1582,209208,0.70,92.79,6.51
2021-01-17,Bhoutan,842,1,574,0.12,68.17,31.71
2021-01-17,Bahamas,8032,175,6525,2.18,81.24,16.58
2021-01-17,Brésil,8488099,209847,7509009,2.47,88.47,9.06
2021-01-17,Bolivie,187183,9636,143437,5.15,76.63,18.22
2021-01-17,Brunéi Darussalam,174,3,168,1.72,96.55,1.72
2021-01-17,Saint Barthélemy,251,1,172,0.40,68.53,31.08
2021-01-17,Bénin,3413,46,3245,1.35,95.08,3.57
2021-01-17,Burundi,1236,2,773,0.16,62.54,37.30
2021-01-17,Bahreïn,97607,360,94297,0.37,96.61,3.02
2021-01-17,Bulgarie,211813,8483,156722,4.00,73.99,22.00
2021-01-17,Burkina Faso,9188,102,7391,1.11,80.44,18.45
2021-01-17,Belgique,678839,20435,0,3.01,0.00,96.99
2021-01-17,Bangladesh,527632,7906,472437,1.50,89.54,8.96
2021-01-17,Barbade,1095,7,493,0.64,45.02,54.34
2021-01-17,Bosnie-Herzégovine,117011,4411,84650,3.77,72.34,23.89
2021-01-17,Azerbaïdjan,227273,3009,215268,1.32,94.72,3.96
2021-01-17,Australie,28721,909,25921,3.16,90.25,6.58
2021-01-17,Autriche,393778,7082,369218,1.80,93.76,4.44
2021-01-17,Argentine,1799243,45407,1583465,2.52,88.01,9.47
2021-01-17,Angola,18875,436,16347,2.31,86.61,11.08
2021-01-17,Arménie,164586,2992,152772,1.82,92.82,5.36
2021-01-17,Albanie,67690,1277,40453,1.89,59.76,38.35
2021-01-17,Antigua-et-Barbuda,189,6,156,3.17,82.54,14.29
2021-01-17,Émirats Arabes Unis,253261,745,225374,0.29,88.99,10.72
2021-01-17,Afghanistan,53984,2339,45868,4.33,84.97,10.70
2021-01-17,Andorre,9083,91,8154,1.00,89.77,9.23
2021-01-16,Andorre,9038,91,8116,1.01,89.80,9.19
2021-01-16,Afghanistan,53938,2336,45465,4.33,84.29,11.38
2021-01-16,Émirats Arabes Unis,249808,740,222106,0.30,88.91,10.79
2021-01-16,Antigua-et-Barbuda,187,6,156,3.21,83.42,13.37
2021-01-16,Albanie,67216,1270,40090,1.89,59.64,38.47
2021-01-16,Arménie,164235,2987,152615,1.82,92.92,5.26
2021-01-16,Angola,18765,431,16225,2.30,86.46,11.24
2021-01-16,Argentine,1791979,45295,1573104,2.53,87.79,9.69
2021-01-16,Autriche,392511,7053,367785,1.80,93.70,4.50
2021-01-16,Australie,28708,909,25913,3.17,90.26,6.57
2021-01-16,Azerbaïdjan,226951,2998,214423,1.32,94.48,4.20
2021-01-16,Bosnie-Herzégovine,117011,4411,84650,3.77,72.34,23.89
2021-01-16,Barbade,1095,7,493,0.64,45.02,54.34
2021-01-16,Bangladesh,527063,7883,471756,1.50,89.51,9.00
2021-01-16,Belgique,677209,20396,0,3.01,0.00,96.99
2021-01-16,Burkina Faso,9000,101,7102,1.12,78.91,19.97
2021-01-16,Bulgarie,211736,8474,156326,4.00,73.83,22.17
2021-01-16,Bahreïn,97268,358,94039,0.37,96.68,2.95
2021-01-16,Burundi,1185,2,773,0.17,65.23,34.60
2021-01-16,Bénin,3413,46,3245,1.35,95.08,3.57
2021-01-16,Saint Barthélemy,251,1,172,0.40,68.53,31.08
2021-01-16,Brunéi Darussalam,174,3,168,1.72,96.55,1.72
2021-01-16,Bolivie,185680,9596,142948,5.17,76.99,17.85
2021-01-16,Brésil,8455059,209296,7485823,2.48,88.54,8.99
2021-01-16,Bahamas,8032,175,6525,2.18,81.24,16.58
2021-01-16,Bhoutan,842,1,553,0.12,65.68,34.20
2021-01-16,Bélarus,223537,1573,206676,0.70,92.46,6.84
2021-01-16,Botswana,17365,71,13519,0.41,77.85,21.74
2021-01-16,Belize,11529,281,10650,2.44,92.38,5.19
2021-01-16,Canada,706897,17887,614692,2.53,86.96,10.51
2021-01-16,Rép. Dém. du Congo,20693,630,14804,3.04,71.54,25.41
2021-01-16,République Centrafricaine,4973,63,4885,1.27,98.23,0.50
2021-01-16,Congo (Brazzaville),7709,114,5846,1.48,75.83,22.69
2021-01-16,Suisse,495228,8675,317600,1.75,64.13,34.12
2021-01-16,Côte d'Ivoire,24856,141,23104,0.57,92.95,6.48
2021-01-16,Chili,665493,17435,622321,2.62,93.51,3.87
2021-01-16,Cameroun,28010,455,26861,1.62,95.90,2.48
2021-01-16,Chine,88227,4635,82388,5.25,93.38,1.36
2021-01-16,Colombie,1891034,48256,1711924,2.55,90.53,6.92
2021-01-16,Costa Rica,184187,2416,141374,1.31,76.76,21.93
2021-01-16,Cuba,17501,166,13180,0.95,75.31,23.74
2021-01-16,Cap-vert,12901,119,12134,0.92,94.05,5.02
2021-01-16,Chypre,28811,167,2057,0.58,7.14,92.28
2021-01-16,République Tchèque,883906,14215,719844,1.61,81.44,16.95
2021-01-16,Allemagne,2038645,46464,1680479,2.28,82.43,15.29
2021-01-16,Djibouti,5903,61,5819,1.03,98.58,0.39
2021-01-16,Danemark,188229,1747,166396,0.93,88.40,10.67
2021-01-16,Dominique,110,0,102,0.00,92.73,7.27
2021-01-16,République Dominicaine,191339,2432,142030,1.27,74.23,24.50
2021-01-16,Algérie,103611,2831,70373,2.73,67.92,29.35
2021-01-16,Équateur,230808,14316,193581,6.20,83.87,9.93
2021-01-16,Estonie,36691,320,26225,0.87,71.48,27.65
2021-01-16,Égypte,155507,8527,122291,5.48,78.64,15.88
2021-01-16,Érythrée,1877,6,1073,0.32,57.17,42.51
2021-01-16,Espagne,2252164,53314,150376,2.37,6.68,90.96
2021-01-16,Éthiopie,130772,2029,116045,1.55,88.74,9.71
2021-01-16,Finlande,40101,618,31000,1.54,77.30,21.15
2021-01-16,Fidji,55,2,47,3.64,85.45,10.91
2021-01-16,Îles Féroé,649,1,630,0.15,97.07,2.77
2021-01-16,France,2866789,69578,183736,2.43,6.41,91.16
2021-01-16,Gabon,9899,66,9658,0.67,97.57,1.77
2021-01-16,Royaume-Uni,3363433,88713,5274,2.64,0.16,97.21
2021-01-16,Grenade,139,1,129,0.72,92.81,6.47
2021-01-16,Géorgie,247025,2916,231385,1.18,93.67,5.15
2021-01-16,Guyane Française,14776,74,9995,0.50,67.64,31.86
2021-01-16,Ghana,56981,341,55236,0.60,96.94,2.46
2021-01-16,Gibraltar,3637,34,2588,0.93,71.16,27.91
2021-01-16,Gambie,3897,127,3689,3.26,94.66,2.08
2021-01-16,Guinée,14098,81,13320,0.57,94.48,4.94
2021-01-16,Guadeloupe,8834,156,2242,1.77,25.38,72.85
2021-01-16,Guinée Équatoriale,5356,86,5189,1.61,96.88,1.51
2021-01-16,Grèce,148370,5441,93764,3.67,63.20,33.14
2021-01-16,Guatemala,148598,5220,133788,3.51,90.03,6.45
2021-01-16,Guinée-Bissau,2478,45,2400,1.82,96.85,1.33
2021-01-16,Guyana,6851,170,6126,2.48,89.42,8.10
2021-01-16,Hong-Kong,9502,162,8724,1.70,91.81,6.48
2021-01-16,Honduras,133507,3348,60056,2.51,44.98,52.51
2021-01-16,Croatie,224575,4588,215276,2.04,95.86,2.10
2021-01-16,Haïti,10681,238,8905,2.23,83.37,14.40
2021-01-16,Hongrie,350587,11264,227325,3.21,64.84,31.95
2021-01-16,Indonésie,896642,25767,727358,2.87,81.12,16.01
2021-01-16,Irlande,169780,2595,23364,1.53,13.76,84.71
2021-01-16,Israël,543499,3959,455698,0.73,83.85,15.43
2021-01-16,Inde,10557985,152274,10196885,1.44,96.58,1.98
2021-01-16,Iraq,607587,12935,567898,2.13,93.47,4.40
2021-01-16,Iran,1324395,56717,1113224,4.28,84.06,11.66
2021-01-16,Islande,5956,29,5767,0.49,96.83,2.69
2021-01-16,Italie,2368733,81800,1729216,3.45,73.00,23.54
2021-01-16,Jamaïque,14096,323,11674,2.29,82.82,14.89
2021-01-16,Jordanie,313557,4137,297245,1.32,94.80,3.88
2021-01-16,Japon,324942,4261,243817,1.31,75.03,23.65
2021-01-16,Kenya,99082,1728,83324,1.74,84.10,14.16
2021-01-16,Kirghizistan,83109,1384,78994,1.67,95.05,3.29
2021-01-16,Cambodge,439,0,385,0.00,87.70,12.30
2021-01-16,Comores,1577,41,1069,2.60,67.79,29.61
2021-01-16,Saint-Kitts-et-Nevis,34,0,32,0.00,94.12,5.88
2021-01-16,Corée du Sud,72340,1249,58253,1.73,80.53,17.75
2021-01-16,Koweït,157399,947,150678,0.60,95.73,3.67
2021-01-16,Kazakhstan,214927,2887,187608,1.34,87.29,11.37
2021-01-16,Laos,41,0,41,0.00,100.00,0.00
2021-01-16,Liban,249158,1866,151080,0.75,60.64,38.61
2021-01-16,Sainte-Lucie,611,8,329,1.31,53.85,44.84
2021-01-16,Liechtenstein,2383,49,2264,2.06,95.01,2.94
2021-01-16,Sri Lanka,52313,256,44746,0.49,85.54,13.98
2021-01-16,Libéria,1887,84,1701,4.45,90.14,5.41
2021-01-16,Lesotho,6371,93,1635,1.46,25.66,72.88
2021-01-16,Lituanie,166680,2414,104047,1.45,62.42,36.13
2021-01-16,Luxembourg,48630,549,45654,1.13,93.88,4.99
2021-01-16,Lettonie,55097,961,41261,1.74,74.89,23.37
2021-01-16,Libye,108017,1651,85068,1.53,78.75,19.72
2021-01-16,Maroc,458865,7911,433937,1.72,94.57,3.71
2021-01-16,Monaco,1194,7,977,0.59,81.83,17.59
2021-01-16,Moldavie,152640,3245,142669,2.13,93.47,4.41
2021-01-16,Montenegro,55136,743,44856,1.35,81.36,17.30
2021-01-16,Saint Martin,1076,12,855,1.12,79.46,19.42
2021-01-16,Madagascar,18001,267,17447,1.48,96.92,1.59
2021-01-16,Îles Marshall,4,0,4,0.00,100.00,0.00
2021-01-16,Macédoine,88749,2696,71592,3.04,80.67,16.29
2021-01-16,Mali,7823,308,5531,3.94,70.70,25.36
2021-01-16,Birmanie,133869,2942,117081,2.20,87.46,10.34
2021-01-16,Mongolie,1517,2,947,0.13,62.43,37.44
2021-01-16,Macao,46,0,46,0.00,100.00,0.00
2021-01-16,Martinique,6227,43,98,0.69,1.57,97.74
2021-01-16,Mauritanie,15999,401,14431,2.51,90.20,7.29
2021-01-16,Malte,15447,238,12460,1.54,80.66,17.80
2021-01-16,Maurice,547,10,516,1.83,94.33,3.84
2021-01-16,Maldives,14426,49,13505,0.34,93.62,6.04
2021-01-16,Malawi,11785,300,5992,2.55,50.84,46.61
2021-01-16,Mexique,1630258,140241,1212403,8.60,74.37,17.03
2021-01-16,Malaisie,155095,594,117375,0.38,75.68,23.94
2021-01-16,Mozambique,25862,234,18515,0.90,71.59,27.50
2021-01-16,Namibie,30198,280,26468,0.93,87.65,11.42
2021-01-16,Nouvelle-Calédonie,44,0,40,0.00,90.91,9.09
2021-01-16,Niger,4132,138,2951,3.34,71.42,25.24
2021-01-16,Nigéria,108943,1420,85367,1.30,78.36,20.34
2021-01-16,Nicaragua,6152,167,4225,2.71,68.68,28.61
2021-01-16,Pays-Bas,919712,13066,11786,1.42,1.28,97.30
2021-01-16,Norvège,58445,517,17998,0.88,30.79,68.32
2021-01-16,Népal,267056,1954,261044,0.73,97.75,1.52
2021-01-16,Nouvelle-Zélande,2256,25,2149,1.11,95.26,3.63
2021-01-16,Oman,131264,1509,123593,1.15,94.16,4.69
2021-01-16,Panama,296269,4738,236954,1.60,79.98,18.42
2021-01-16,Pérou,1056023,38654,978072,3.66,92.62,3.72
2021-01-16,Polynésie Française,17635,126,4842,0.71,27.46,71.83
2021-01-16,Papouasie-Nouvelle-Guinée,834,9,755,1.08,90.53,8.39
2021-01-16,Philippines,498691,9884,460133,1.98,92.27,5.75
2021-01-16,Pakistan,519291,10951,473639,2.11,91.21,6.68
2021-01-16,Pologne,1429612,33213,1173087,2.32,82.06,15.62
2021-01-16,Palestine,151569,1700,138495,1.12,91.37,7.50
2021-01-16,Portugal,539416,8709,402542,1.61,74.63,23.76
2021-01-16,Paraguay,121648,2495,96687,2.05,79.48,18.47
2021-01-16,Qatar,147089,246,143612,0.17,97.64,2.20
2021-01-16,Réunion,9443,45,9053,0.48,95.87,3.65
2021-01-16,Roumanie,691488,17164,620058,2.48,89.67,7.85
2021-01-16,Serbie,371216,3730,0,1.00,0.00,99.00
2021-01-16,Russie,3507201,64134,2905972,1.83,82.86,15.31
2021-01-16,Rwanda,10850,140,7193,1.29,66.29,32.41
2021-01-16,Arabie Saoudite,364753,6318,356541,1.73,97.75,0.52
2021-01-16,Îles Salomon,17,0,10,0.00,58.82,41.18
2021-01-16,Seychelles,696,2,525,0.29,75.43,24.28
2021-01-16,Soudan,25730,1576,15240,6.13,59.23,34.64
2021-01-16,Suède,523486,10323,0,1.97,0.00,98.03
2021-01-16,Singapour,59083,29,58784,0.05,99.49,0.46
2021-01-16,Slovaquie,222752,3417,166555,1.53,74.77,23.69
2021-01-16,Slovénie,148556,3140,121288,2.11,81.64,16.24
2021-01-16,Sierra Leone,2970,77,2025,2.59,68.18,29.23
2021-01-16,Saint-Marin,2778,65,2455,2.34,88.37,9.29
2021-01-16,Sénégal,22738,509,19052,2.24,83.79,13.97
2021-01-16,Somalie,4744,130,3666,2.74,77.28,19.98
2021-01-16,Suriname,7469,141,6689,1.89,89.56,8.56
2021-01-16,Soudan du sud,3670,63,3181,1.72,86.68,11.61
2021-01-16,Sao Tomé-et-Principe,1130,17,993,1.50,87.88,10.62
2021-01-16,El Salvador,50784,1479,44777,2.91,88.17,8.92
2021-01-16,Syrie,12942,824,6474,6.37,50.02,43.61
2021-01-16,Eswatini,12736,360,8076,2.83,63.41,33.76
2021-01-16,Tchad,2855,111,2107,3.89,73.80,22.31
2021-01-16,Togo,4272,73,3763,1.71,88.09,10.21
2021-01-16,Thaïlande,12054,70,9015,0.58,74.79,24.63
2021-01-16,Tadjikistan,13308,90,13218,0.68,99.32,0.00
2021-01-16,Timor-Leste,52,0,49,0.00,94.23,5.77
2021-01-16,Tunisie,177231,5616,127854,3.17,72.14,24.69
2021-01-16,Turquie,2380665,23832,2254052,1.00,94.68,4.32
2021-01-16,Trinité-et-Tobago,7370,131,6923,1.78,93.93,4.29
2021-01-16,Taïwan,851,7,751,0.82,88.25,10.93
2021-01-16,Tanzanie,509,21,183,4.13,35.95,59.92
2021-01-16,Ukraine,1192114,21637,888202,1.82,74.51,23.68
2021-01-16,Ouganda,38085,304,13083,0.80,34.35,64.85
2021-01-16,États-Unis,23758855,395851,0,1.67,0.00,98.33
2021-01-16,Uruguay,31669,298,23136,0.94,73.06,26.00
2021-01-16,Ouzbékistan,77968,619,76436,0.79,98.04,1.17
2021-01-16,Vatican,27,0,15,0.00,55.56,44.44
2021-01-16,St-Vincent / Grenadines,450,1,110,0.22,24.44,75.33
2021-01-16,Venezuela,119306,1101,112622,0.92,94.40,4.68
2021-01-16,Viet Nam,1537,35,1380,2.28,89.79,7.94
2021-01-16,Vanuatu,1,0,1,0.00,100.00,0.00
2021-01-16,Samoa,2,0,2,0.00,100.00,0.00
2021-01-16,Kosovo,55135,1399,48574,2.54,88.10,9.36
2021-01-16,Yémen,2112,612,1419,28.98,67.19,3.84
2021-01-16,Mayotte,6611,58,2964,0.88,44.83,54.29
2021-01-16,Afrique du Sud,1325659,36851,1083978,2.78,81.77,15.45
2021-01-16,Zambie,36074,537,25106,1.49,69.60,28.92
2021-01-16,Zimbabwe,26881,683,15872,2.54,59.05,38.41
2021-01-16,Autres,721,15,706,2.08,97.92,0.00
2021-01-15,Autres,721,15,706,2.08,97.92,0.00
2021-01-15,Zimbabwe,26109,666,15414,2.55,59.04,38.41
2021-01-15,Zambie,34278,527,24105,1.54,70.32,28.14
2021-01-15,Afrique du Sud,1311686,36467,1062690,2.78,81.02,16.20
2021-01-15,Mayotte,6611,58,2964,0.88,44.83,54.29
2021-01-15,Yémen,2111,612,1419,28.99,67.22,3.79
2021-01-15,Kosovo,55135,1399,48574,2.54,88.10,9.36
2021-01-15,Samoa,2,0,2,0.00,100.00,0.00
2021-01-15,Vanuatu,1,0,1,0.00,100.00,0.00
2021-01-15,Viet Nam,1536,35,1380,2.28,89.84,7.88
2021-01-15,Venezuela,118856,1095,112320,0.92,94.50,4.58
2021-01-15,St-Vincent / Grenadines,450,1,110,0.22,24.44,75.33
2021-01-15,Vatican,27,0,15,0.00,55.56,44.44
2021-01-15,Ouzbékistan,77904,619,76388,0.79,98.05,1.15
2021-01-15,Uruguay,30946,291,22423,0.94,72.46,26.60
2021-01-15,États-Unis,23556097,392499,0,1.67,0.00,98.33
2021-01-15,Ouganda,38085,304,13083,0.80,34.35,64.85
2021-01-15,Ukraine,1183963,21479,877989,1.81,74.16,24.03
2021-01-15,Tanzanie,509,21,183,4.13,35.95,59.92
2021-01-15,Taïwan,843,7,741,0.83,87.90,11.27
2021-01-15,Trinité-et-Tobago,7343,130,6913,1.77,94.14,4.09
2021-01-15,Turquie,2373115,23664,2246047,1.00,94.65,4.36
2021-01-15,Tunisie,175065,5528,125635,3.16,71.76,25.08
2021-01-15,Timor-Leste,51,0,45,0.00,88.24,11.76
2021-01-15,Tadjikistan,13308,90,13218,0.68,99.32,0.00
2021-01-15,Thaïlande,11680,70,8906,0.60,76.25,23.15
2021-01-15,Togo,4220,73,3731,1.73,88.41,9.86
2021-01-15,Tchad,2807,111,2080,3.95,74.10,21.95
2021-01-15,Eswatini,12532,343,8076,2.74,64.44,32.82
2021-01-15,Syrie,12850,817,6405,6.36,49.84,43.80
2021-01-15,El Salvador,50157,1469,44304,2.93,88.33,8.74
